,Job title,Location,Date,Link,Job Attributes,Job description
87,Direct Support Professional (Part-Time), boston/cambridge/brookline ,Jan 12,https://boston.craigslist.org/gbs/npo/d/dorchester-center-direct-support/7431886551.html,"
compensation: TBD

employment type: part-time

non-profit organization

","

QR Code Link to This Post


The Direct Support Professional (Awake, Overnight, Asleep, Live-in) is also responsible for ensuring a safe, therapeutic family-like environment adhering to all safety standards, Federal and State regulations, agency and corporate policies. The position is responsible to ensure that individuals we support are treated with dignity and respect. The Direct Support Professional is responsible for supporting community integration, promoting wellness and self-determination. The goal of this position is to promote the pursuit of independence and happiness for all individuals participating in our services and to contribute to a welcoming environment in the home for family members and other stakeholders. The Direct Support Professional should make every effort to promote principles of normalization and dignity and include opportunities for individuals to fully join their communities. 

KEY RESPONSIBILITIES
As a Direct Support Professional, you will directly participate in daily routines while assisting and encouraging each person to develop their skills and be as independent as possible.  Personal routines include a variety of different activities both at home and in the community. 
Assist individuals in Self-Advocacy, decision-making and empowerment.
Participate in the development and implementation of service plans reflecting the individual’s vision, preferences, goals, lifestyles, and interests.
On a daily basis, you will be assisting with personal care, household chores, administration of medication, preparing meals, and other activities of daily living.
Assess, teach, evaluate, and supervise individual’s skills in the areas of daily living, meal planning, housekeeping, career needs, and social, recreational, and community activities.
Complete written documentation daily that reflects the individual’s progress on their goals as well as staff interventions.
Complete daily communication activities as required by the program including: day program and transportation, making communication log entries and completing data charts, incident reports, fire drill logs and menus as needed.
Report significant issues (health, behavioral, psychiatric) to the appropriate supervisor in a timely fashion.
Complete all training, staff meetings and supervision sessions as required by the program, including but not limited to: First Aid, CPR, OSHA & Blood Borne Pathogen, Medication Administration, Positive Behavioral Supports, Fire Safety and Human Rights and DPPC Training

REQUIREMNTS 
High school diploma (Associates degree preferred)
6 months’ relevant experience
Willingness to learn
Ability to maintain a professional relationship under all foreseen and unforeseen circumstances.
Must demonstrate initiative, creativity, be dependable, reliable and work well independently and within a team atmosphere.
Must be able to exercise independent thinking and good judgment under all circumstances.
Must be able to set goals, analyze work develop plans and utilize time effectively and efficiently.
Ability to communicate effectively both verbally and in writing.
Basic computer knowledge.
Flexibility to work throughout the division.


PHYSICAL DEMANDS

Lifting is required. Ability to lift at least a minimum of twenty (20) pounds.
Ability to physically assist individuals in personal care
Ability to perform common household cleaning activities that involve: consistent standing, bending, twisting, pushing, pulling, and walking
Ability to drive agency vehicle


OTHER REQUIREMENTS

Clearing of background checks as required by state and federal law.
Valid MA driver’s license (some positions require a vehicle)


To apply, please submit an application: 
https://recruiting.paylocity.com/recruiting/jobs/Apply/733161/HopeWell-Inc/Direct-Support-Professional-Part-Time

"
88,Now hiring Family-Teaching Partners (Fully-Paid Living Expenses+Relocation),N/A,Feb  7,https://worcester.craigslist.org/npo/d/worcester-now-hiring-family-teaching/7442915380.html,"
compensation: Annual starting salary of $100,000 per couple (Dependent upon location)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


To apply, submit your application online at: jobs.boystown.org/family-teaching-couple     Interested in learning more about what it means to be a Family-Teaching Couple at Boys Town? Sign up for our digital newsletter here: https://resources.boystown.org/follow-a-family-email-series-hr/Keywords: social work, family advocacy, wrap-around services, foster care, case planning, case management, mental health, psychology, sociology, human services, CASA, social services, criminal justice, criminology, education, house parent, houseparent, at-risk youth, group home, partners, teacher, children, families, juvenile, coach, youth, foster parent, school, job, career, volunteer, volunteering, teacher, mentor, child, teenager, nonprofit, residential care, behavior, behavioral health, crisis intervention, Omaha, Nebraska, Florida, District of Columbia, Rhode Island, New England, Louisiana

"
89,Office Manager,N/A,Feb  4,https://worcester.craigslist.org/npo/d/worcester-office-manager/7441732891.html,"
compensation: 20.00 per hour

employment type: part-time

non-profit organization

","

QR Code Link to This Post


The Office Manager supports the efficient functioning of the Preservation Worcester office by conducting the administrative activities of the organization, providing membership services, assisting with financial record keeping, supporting events, overseeing management of office and parking lot rentals, coordinating organization’s newsletter and website, managing gift shop, and facilitating ordering of supplies and equipment.  Interfaces with the public in the office and on the telephone.  Provides support for professional staff and volunteers.  Limited evening and weekend hours required.
"
90,Direct Support Professionals - $ign on Bonus!,N/A,Jan 27,https://worcester.craigslist.org/npo/d/rutland-direct-support-professionals/7438471525.html,"
compensation: Base pay is $16/hour with an additional 2% for each year of experience plus $.50/hour for a Bachelor's degree.  Max. starting pay is $18.74/hour.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you interested in working for a human service agency where the sky is the limit for growth potential?

Do you enjoy working with children in need and making a difference in their lives?

If you answered YES to either of these questions, then consider joining our Devereux Advanced Behavioral Health team! 
https://careers-devereux.icims.com/jobs/20080/direct-support-professional/job

Being a Direct Support Professional has its advantages!

As a Direct Support Professional at Devereux, you will work with other dedicated professionals who share your passion for helping individuals in need. You will assist in the planning and implementation of residential unit and/or group home services for assigned clients and be responsible for the safety and security of all clients assigned to you. You will also provide therapeutic interventions as necessary.

Devereux Advanced Behavioral Health – Massachusetts' main campus is in Rutland, MA, but we also have positions available in Paxton, Webster, Fitchburg, Templeton, Leominster, Sterling, Woonsocket and Pascoag, RI.

We provide special education and treatment for children, adolescents and young adults with emotional, behavioral, intellectual and developmental disorders, including Autism Spectrum Disorders and co-occurring mental health and behavioral health disorders in residential and group home settings. The emphasis at Devereux is to teach, coach and support our students to learn daily living skills, coping skills and social skills while staying active and having fun.

You will add value by:

Maintaining a safe and therapeutic treatment environment that meets the physical, emotional, and personal needs of program clients while improving functioning and minimizing interfering behaviors.
Providing client documentation to include shift reports, incident reports, and individual progress notes.

What is Devereux doing to support and protect the health and safety of our staff during the COVID-19 pandemic?

Devereux is committed to the health and safety of our staff. All Devereux centers have formal infectious-disease and emergency-management plans tailored to specifically address the unique aspects of communicable disease prevention including COVID-19. We adhere to all mandates and guidelines in accordance with the Centers for Disease Control and Prevention (CDC) and the World Health Organization and practice all protocols that protect the health and safety of our staff. To learn more of how Devereux is supporting and protecting our staff during the pandemic, please visit https://jobs.devereux.org/#covid.

Devereux requires all individuals interviewing for a position involving contact with children to complete The Diana Screen, a screening that assesses a candidate’s understanding of appropriate boundaries between adults and children.

Job Qualifications:
• Bachelor's degree (or equivalent) or High-school diploma with relevant human services experience required. Academic studies in the areas of psychology, sociology, social work, and education are highly desirable.
• Previous experience preferred (not required) working with individuals under 21 with psychological, emotional and behavioral disorders, complex post-traumatic stress disorder, co-occurring mental health and substance abuse disorders, and/or autism spectrum disorders.
• Active driver’s license is required.
Employment type:  Full time
Compensation: Base $16/hour & extra $ for each year of experience

Company name:  Devereux Advanced Behavioral Health







"
91,Administrative Assistant,N/A,Jan 24,https://worcester.craigslist.org/npo/d/westborough-administrative-assistant/7437084043.html,"
compensation: $25.00 Hourly

employment type: full-time

","

QR Code Link to This Post


Have you ever made a difference in a person's life?
Do you want to? We do and we need your help!
Family Lives is seeking a respectful and careful professional to be Administrative Assistant.
A midsized business, Family Lives provides home health care services to people with disabilities in the Commonwealth of Massachusetts.
Forty hour weekly work includes answering calls, electronic filing, processing payments, and scheduling shifts.
Knowledge and understanding of confidentiality, meticulous recordkeeping, Microsoft Office Suite, and the dignity of the human person required.
The Family Lives Administrative Assistant is eligible for (among other things) employee discounts, flexible spending accounts, group legal services, identity protection services, insurances, paid time off, education reimbursements, and 403(b) plan.
To make a difference in a person’s life, contact us today.
Fax résumés to (508) 519-0752.
    "
92,Find a Career That Makes Your L.I.F.E. More Fulfilling,N/A,Feb 10,https://providence.craigslist.org/npo/d/bristol-find-career-that-makes-your/7444507299.html,"
compensation: Up to $18.38/hour plus benefits

employment type: employee's choice

job title: Direct Support Professional

non-profit organization

","

QR Code Link to This Post


We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island in vocational and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Entry level pay starts at $15.75 and earn up to $18.38/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) preferred but not required for employment consideration. 

Visit our website at lifeincri.org/careers.html to fill out an application.
    "
93,Now hiring Family-Teaching Partners (Fully-Paid Living Expenses+Relocation),N/A,Feb  7,https://providence.craigslist.org/npo/d/providence-now-hiring-family-teaching/7442915609.html,"
compensation: Annual starting salary of $100,000 per couple (Dependent upon location)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


To apply, submit your application online at: jobs.boystown.org/family-teaching-couple     Interested in learning more about what it means to be a Family-Teaching Couple at Boys Town? Sign up for our digital newsletter here: https://resources.boystown.org/follow-a-family-email-series-hr/Keywords: social work, family advocacy, wrap-around services, foster care, case planning, case management, mental health, psychology, sociology, human services, CASA, social services, criminal justice, criminology, education, house parent, houseparent, at-risk youth, group home, partners, teacher, children, families, juvenile, coach, youth, foster parent, school, job, career, volunteer, volunteering, teacher, mentor, child, teenager, nonprofit, residential care, behavior, behavioral health, crisis intervention, Omaha, Nebraska, Florida, District of Columbia, Rhode Island, New England, Louisiana

"
94,Deportation Defense Organizer // Organizador de defensa de inmigrantes,N/A,Feb  4,https://providence.craigslist.org/npo/d/providence-deportation-defense/7441673705.html,"
compensation: $37,000 a year with benefits

employment type: full-time

non-profit organization

","

QR Code Link to This Post


*Español abajo*

Job Title: Deportation Defense Organizer
Location: Rhode Island
Salary: $37,000 a year with benefits
Start Date: ASAP
Full Time: 40 hours a week
Language: Bilingual (English & Spanish)

The Alliance to Mobilize Our Resistance (AMOR) is an alliance of community based grassroots organizations mobilizing at the intersections of race, class, gender, sexual orientation, and immigration status to prevent, to respond to, and to end state violence against our community. We work to create a space where the community can demand accountability, challenge injustices, and access healing after experiencing violence. We are organizing to place sovereignty back into the hands of communities directly affected by systemic oppression and to build leadership, generate power, create sustainability and organize resistance with and alongside all directly affected peoples.

AMOR responds to requests for assistance from community members, who typically connect with AMOR via our Support Line. We then connect impacted families to our Support Teams that either provide direct assistance or referral to a group within our network. AMOR has established five Support Teams: Immigration, Community Care, Language Justice, Transportation, and Community Response. In addition to our case work AMOR is also involved in campaign organizing work to Shut Down the Wyatt Detention Center, to pass Driver’s License Legislation in RI that would be inclusive of undocumented folks and is part of regional campaign efforts to Shut Down ICE.

The Deportation Defense Organizer will work closely with AMORs Director, Case Manager, and support team coordinators to accomplish the tasks detailed below.

[Main Responsibilities]

The AMOR Network Deportation Defense Organizer is an organized, passionate, and idealistic person who oversees the ongoing deportation organizing work of the AMOR Network. They are responsible for organizing and coordinating AMOR's daily activities around the broken immigration system. They will work closely with the Network Director, Case Manager and volunteers to accomplish the tasks detailed below.

Campaign Organizing: 
   *  Coordinating the Shut Down Wyatt Campaign
   *  Leading AMOR’s involvement in Regional Shut Down ICE organizing
   *  Organizing AMOR’s Bond Fund

Case Management: 
   *  Case Management with folks in detention - Focus on cases that come up through the newly formed Detention Line - in collaboration with the AMOR Case Manager using PDM (Participatory Defense Movement) strategies
   *  Supporting with the establishment of the Detention Line
   *  Supporting the Case Manager (Jasmina) with talking through cases and sharing past resources with cases. 
   *  Staying connected with PrYSM’s Immigration Organizing Team RICE - collaborating at times with cases - showing up to court support or ICE check-ins as needed. 
   *  Being a part of Support Line Operator Training and helping create training that facilitate growth.

Base Building & Outreach:
   *  Representing AMOR at events, facilitating presentations in the community (during COVID this has been reduced, but also shifts based on what's going on in the community)
   *  Helping AMOR connect with other organizations

Support Fundraising:
   *  Supporting fundraising events when they come up & supporting the grants that are directly related to the campaign work.

Coalition Involvement:
   *  Attending meetings of the Immigration Coalition alongside other AMOR staff
   *  Attending the monthly AMOR Coalition Meetings
   *  Alongside AMOR staff helping to shape the internal structure of AMOR

[Expectations]

   *  Bilingual (English/Spanish) with Excellent verbal and written communication skills (required)
   *  Strong communication, coordination, interpersonal and team-building skills;
   *  Strong facilitation skills and experience facilitating meetings with a wide range of audiences
   *  Experience with event planning, community outreach and community building
   *  Experience working with community organizing, advocacy, and direct-action;
   *  Experience with recruiting, training, and supervising volunteers;
   *  Ability to work effectively in collaboration with diverse groups of people to develop and implement solutions;
   *  Ability and willingness to work evenings and weekends as necessary;
   *  Ability to fundraise for cases that need support;
   *  Demonstrates the ability to learn new skills and is open to feedback;
   *  Utilizes organizing practices that center directly affected members of the community (youth, queer and trans folks, people of color, sex workers, immigrants and refugees, etc.);
   *  Willing to work in an organizing methodology that utilizes consensus based decision making;
   *  Educational specialization in a related field or the equivalent life experience;
   *  Demonstrated commitment to the struggle for social & economic justice, and an understanding of issues facing low-income communities of color;
   *  Ability to build and maintain relationships with our network’s members;
   *  Proficient knowledge of basic computer operations and programs and social media;
   *  Research and graphic design skills are welcome;

Compensation: The AMOR Network Deportation Defense Organizer will be paid $37,000 a year with benefits. Funding for this position is guaranteed from January 2022 to December of 2023. Continuation of this position is dependent on further fundraising with support from AMOR’s Resource Team.

AMOR is an equal-opportunity employer; people of color, LGBTQ candidates, and people with disabilities are encouraged to apply. 

Interested applicants should send a resume and cover letter before ASAP to the AMOR Director using the email generated by Craigslist.

[ESPAÑOL]

Título del puesto: Organizador de defensa contra deportación
Ubicación: Rhode Island
Salario: $37,000 al año con beneficios
Fecha de inicio: ASAP
Tiempo completo: 40 horas semanales
Idiomas: Bilingüe (español e inglés)

AMOR es una alianza de organizaciones de base comunitaria que se movilizan en las intersecciones de raza, clase, género, orientación sexual y estatus migratorio para prevenir, responder y acabar con la violencia estatal contra nuestra comunidad. Trabajamos para crear un espacio donde la comunidad pueda exigir acontabilidad, desafiar las injusticias y acceder a la curación después de experimentar la violencia. Nos estamos organizando para devolver la soberanía a las manos de las comunidades directamente afectadas por la opresión sistémica y para construir liderazgo, generar poder, crear sostenibilidad y organizar la resistencia con y junto a todos los pueblos directamente afectados.

AMOR responde a las solicitudes de apoyo de los miembros de la comunidad, que normalmente se conectan con AMOR a través de nuestra Línea de apoyo. Luego, conectamos a las familias afectadas con nuestros equipos de apoyo que brindan asistencia directa o remisión a un grupo dentro de nuestra red comunitaria. AMOR ha establecido cinco equipos de apoyo: inmigración, sanación comunitaria, justicia lingüística, transporte y respuesta comunitaria. Además de nuestro trabajo de casos, AMOR también participa en el trabajo de organizar campañas incluyendo la campaña para cerrar el centro de detención de Wyatt, la campaña para aprobar la legislación de licencias de conducir en RI que incluiría a las personas indocumentadas y la campaña regional para abolir el ICE.

El Organizador de Defensa contra la Deportación trabajará en próximo colaboración con el Director de AMOR, el Administrador de casos y los coordinadores del equipo de apoyo para realizar las tareas que se detallan a continuación.

[Principales Responsabilidades]

El Organizador de Defensa contra la Deportación de la Red de AMOR es una persona organizada, apasionada e idealista que supervisa el trabajo de organización contra la deportación en curso de la Red de AMOR. Son responsables de organizar y coordinar las actividades diarias de AMOR en torno al sistema de inmigración quebrado. Trabajarán en próximo colaboración con el director de AMOR, el administrador de casos y los voluntarios para realizar las tareas que se detallan a continuación.

Organización de campaña:
   *  Coordinando la campaña Cerrar Al Wyatt
   *  Liderando la participación de AMOR en el trabajo regional para abolir a ICE
   *  Organización del fondo de bonos y fianzas de AMOR

Manejo de casos
   *  Gestión de casos con personas detenidas: se centran en los casos que surgen a través de la línea de detención recién formada, en colaboración con el administrador de casos de AMOR utilizando estrategias de MDP (Movimiento de defensa participativo)
   *  Apoyando con el establecimiento de la Línea de Detención
   *  Apoyar al administrador de casos (Jasmina) hablando de casos y compartiendo recursos usado en el pasado con casos.
   *  Mantenerse conectado con el equipo de organización de inmigración de PrYSM, RICE, colaborando a veces con los casos, movilizando la comunidad para llevar apoyo a la corte o los controles de ICE según sea necesario.
   *  Ser parte del entrenamiento de operadores de la línea de apoyo y ayudar a crear entrenamientos que faciliten el crecimiento.

Crecimiento de nuestra base comunitaria y alcanzamiento:
   *  Representar a AMOR en eventos, facilitar presentaciones en la comunidad (durante COVID esto se ha reducido, pero también eso puede cambiar dependiendo de lo que está sucediendo en la comunidad)
   *  Ayudando a AMOR a conectarse con otras organizaciones

Apoyar con la recaudación de fondos:
   *  Apoyando eventos de recaudación de fondos cuando surjan y apoyando las subvenciones que están directamente relacionadas con el trabajo de la campaña.

Participación en la coalición:
   *  Asistir a las reuniones de la Coalición de Inmigración junto con otros miembros del personal de AMOR
   *  Asistir a las reuniones mensuales de la Coalición de AMOR
   *  Junto con el personal de AMOR, ayudar a desarrollar la estructura interna de AMOR

[Expectativas]

   *  Bilingüe (inglés / español) con excelentes habilidades de comunicación verbal y escrita (requerido)
   *  Fuertes habilidades de comunicación, coordinación, habilidades interpersonales y de trabajo en equipo;
   *  Fuertes habilidades de facilitación y experiencia en la facilitación de reuniones con una amplio rango de audiencias.
   *  Experiencia en planificación de eventos, alcance comunitario y desarrollo comunitario.
   *  Experiencia organizando la comunidad, con advocacia y acción directa;
   *  Experiencia en reclutamiento, capacitación y supervisión de voluntarios;
   *  Capacidad para trabajar eficazmente en colaboración con diversos grupos de personas para desarrollar e implementar soluciones;
   *  Capacidad y disposición para trabajar tardes y fines de semana según sea necesario;
   *  Capacidad para recaudar fondos para casos cuando sea necesario;
   *  Demuestra la capacidad de aprender nuevas habilidades y está abierto a recibir crítica;
   *  Utiliza prácticas de organizar que se centran en los miembros de la comunidad directamente afectados (jóvenes, personas queer y trans, personas de color, trabajadores sexuales, inmigrantes y refugiados, etc.);
   *  Dispuesto a trabajar en una metodología organizativa que utiliza la toma de decisiones basada en consenso;
   *  Especialización educativa en un campo relacionado o experiencia de vida equivalente;
   *  Compromiso demostrado con la lucha por la justicia social y económica, y comprensión de los problemas que enfrentan las comunidades de color de bajos ingresos;
   *  Capacidad para construir y mantener relaciones con los miembros de nuestra red;
   *  Conocimiento competente de operaciones y programas informáticos básicos y redes sociales;
   *  Las habilidades de investigación y diseño gráfico son bienvenidas;

Compensación: El Organizador de Defensa contra Deportación de la Red de AMOR se le pagarán $37,000 al año con beneficios. La financiación para este puesto está garantizada desde enero de 2022 hasta diciembre de 2023. La continuación de este puesto depende de la recaudación de fondos con el apoyo del Equipo de recursos de AMOR.

AMOR es un empleador que ofrece igualdad de oportunidades; Se anima a las personas de color, a los candidatos LGBTQ y a las personas con discapacidades a que presenten su solicitud.

Los solicitantes interesados deben enviar un currículum vitae y una carta de presentación tan pronto que sea posible al Director de AMOR sobre el correo indicado por Craigslist.
    "
95,Baby Steps Coordinator,N/A,Feb  2,https://providence.craigslist.org/npo/d/newport-baby-steps-coordinator/7440746388.html,"
compensation: To be determined

employment type: part-time

job title: Program Coordinator Baby Steps

non-profit organization

","

QR Code Link to This Post


East Bay Community Action Program (EBCAP) is seeking a part-time (20 hours per week) Program Coordinator for our Baby Steps Program in Newport, RI.

The Program Coordinator is the primary person responsible for outreach, building relationships, and retention of area families with children from age zero/pre-birth to age three (3) for participation in Baby Steps.  The coordinator must organize and participate in all Baby Steps events and activities in collaboration with the Baby Steps volunteers.  Responsible to generate, organize, and communicate data for all outreach attempts, family attendance, and other information as needed.  Participate in and assist with organizing fund-raising events and grant writing. Serve as a liaison between Baby Steps and the community by attending meetings and events as requested as well as attending and/or reporting to the Baby Steps Advisory group on a regular basis.  Implement all required EBCAP policies and procedures and maintain ongoing communication with the EBCAP supervisor and other personnel as needed.  Outreach, recruit and retaining eligible families for participation in Baby Steps programs will also develop community-based relationships and liaisons with community-based referring agencies to generate and cultivate referrals.  Develop, organize, and implement all events involving Baby Steps families. Recruit participating families, schedule vendors, recruit and communicate with volunteers, conduct registration, provide a quarterly newsletter to Baby Steps Advisory group, community organizations, families, and funders. Submit written monthly progress report to EBCAP Board of Directors via the Family Development Senior Director. Coordinate all aspects of financial recordkeeping for daily program operations. Supervise Assistant Program Coordinator.


The coordinator must have a Bachelors’ Degree with 3 – 6 months of early childhood experience or an Associates’ Degree with 2 years of experience in early childhood or an equivalent combination of education and experience.  


Thank you for your interest in employment opportunities at East Bay Community Action Program. 
EBCAP is an equal opportunity/affirmative action employer committed to providing a diverse work environment.

"
96,Find a Career That Makes Your L.I.F.E. More Fulfilling,N/A,Feb  1,https://providence.craigslist.org/npo/d/bristol-find-career-that-makes-your/7440523857.html,"
compensation: Up to $18.38/hour plus benefits

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island in vocational and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Entry level pay starts at $15.75 and earn up to $18.38/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) preferred but not required for employment consideration. 

Visit our website at lifeincri.org/careers.html to fill out an application.
    "
97,Pastor,N/A,Jan 29,https://providence.craigslist.org/npo/d/north-providence-pastor/7439403374.html,"
compensation: $250 per week

employment type: full-time

non-profit organization

","

QR Code Link to This Post


OVERVIEW:

Located in Johnston, Rhode Island, Divine Deliverance Baptist Church is house of worship of about 20 worshippers, established in 2011.

Our mission is to nurture self-renewal and discipleship in Jesus Christ; to bring into reality His new commandment to love each other; should be witnesses unto Him; to go into all the world seeking and saving the lost by teaching and making disciples. Our aim is to empower parents and children to achieve self-sustaining capacity and function for self and child growth into viable adulthood; to help families grow optimistic children through vibrant youths to viable adults with redemption from juvenile delinquency and incarceration; to lead families of adults, youth and children to live and experience the “fullness of life” for which Jesus came and experience eternal life which Jesus gives.

JOB DESCRIPTION:

The Divine Deliverance Baptist Church is seeking a dynamic individual to serve as Pastor of our small but growing church.

PERSONAL ATTRIBUTES:

The ideal candidate will be a leader with sound biblical doctrine as listed in Titus 2, 1 Timothy 3:2-7, Titus 1:7-9, Galatians 5:22-26, and demonstrate the following:

•	Spirit-filled, biblically based with a deep and intimate relationship with Jesus Christ, a mature follower of Jesus Christ with a commitment to a consistent devotional life of prayer and time in God's Word. 
•	Seeks to glorify and serve the Lord above all (Colossians 3:23-24).
•	Has a love and commitment for people, seeking to consistently and proactively encourage them in the Lord.
•	A communicator who can clearly share their faith and equip others in the Word through discipleship.
•	Exhibits evidence of Christian character and servant leadership in work, but also vitally leading home and family in seeking the Lord.
•	Give evidence of a strong work ethic and integrity.

QUALIFICATIONS:

•	The Pastor would be ordained and have at least 3-5 years of ministry experience.
•	Bachelor’s degree (or 4-year equivalent). 
•	Certification in theology or clinical Pastoral education in good standing with a national certifying body or an accredited school. 
•	The Pastor must meet the spiritual, personal, and character qualifications found in Titus 1:7-9 and exhibit the fruit of the Spirit found in Galatians 5:22-26.

KEY RESPONSIBILITIES:

•	The Pastor shall be the primary preacher for Divine Deliverance Baptist Church.
•	The Pastor shall preach the gospel, administer ordinances, and be in charge of all worship or worship-related aspects of the church. The Pastor shall be the leader and overseer of the entire church. As the Under-Shepherd (under Jesus the Christ), the Pastor shall watch over the membership, have in his charge the total welfare of the congregation (the flock). The Pastor shall be the chief instructor, interpreter, and expositor of the scriptures.
•	The Pastor shall be a member of all ministries of the church, committees of the church or any organized entities within the church. The Pastor shall also be the chief administrator of the overall programming for the church, operation and finance of the church as approved by the incorporation. Board the Pastor shall be the Moderator at church meetings. In daily function, the Pastor shall be the chief administrator of the church’s affairs and the church office.
•	Have a firm grasp on the purpose, values and strategy of the church and the ability to align ordained and lay staff and key leadership teams with its mission.
•	Preach, teach, and be a visionary leader to proclaim the gospel of Jesus Christ, rightfully dividing the word of truth, to engage in Pastoral care ministries, and offer Pastoral leadership to the congregation alongside clergy and lay ministers.
•	Ensure that the systems, practices, and policies of the church responsibly and effectively support its ministry activities.
•	Coordinating/leading weekly bible study, leadership meetings, and other activities to execute goals.
•	Monitoring the spiritual pulse of the congregation through review and accountability. 
•	Recruit new members to join the congregation.
•	Bring a wealth of knowledge, experience, and a fresh vision and renewal for the future of our growing congregation.

TO APPLY:

Respond with a letter of application and resume to apply.

FINAL CANDIDATES MUST CONSENT TO REFERENCE CHECKS, CREDIT CHECKS, SOCIAL MEDIA CHECKS, EDUCATIONAL/CREDENTIAL VERIFICATION, A CRIMINAL HISTORY BACKGROUND CHECK, AND DRUG TEST. IF SELECTED AS ONE OF THE CANDIDATES, YOU WILL BE REQUESTED TO SUBMIT COPIES OF ANY DIPLOMA, LICENSE AND/OR ORDINATION CERTIFICATES YOU CLAIM. 


All information submitted will be treated as confidential. Additional information may be requested and/or required.


**NO PHONE CALLS ACCEPTED!

"
98,Now hiring Family-Teaching Partners (Fully-Paid Living Expenses+Relocation),N/A,Feb  7,https://southcoast.craigslist.org/npo/d/fall-river-now-hiring-family-teaching/7442915374.html,"
compensation: Annual starting salary of $100,000 per couple (Dependent upon location)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


To apply, submit your application online at: jobs.boystown.org/family-teaching-couple     Interested in learning more about what it means to be a Family-Teaching Couple at Boys Town? Sign up for our digital newsletter here: https://resources.boystown.org/follow-a-family-email-series-hr/Keywords: social work, family advocacy, wrap-around services, foster care, case planning, case management, mental health, psychology, sociology, human services, CASA, social services, criminal justice, criminology, education, house parent, houseparent, at-risk youth, group home, partners, teacher, children, families, juvenile, coach, youth, foster parent, school, job, career, volunteer, volunteering, teacher, mentor, child, teenager, nonprofit, residential care, behavior, behavioral health, crisis intervention, Omaha, Nebraska, Florida, District of Columbia, Rhode Island, New England, Louisiana

"
99,Cook,N/A,Jan 19,https://southcoast.craigslist.org/npo/d/marshfield-cook/7434864657.html,"
compensation: $18.00 an hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you looking for a rewarding job that has great pay and benefits this job is for you!!
We are looking for an experienced and passionate Cook to help support our team. The ideal candidate for this position has previous experience preparing healthy meals and enjoys working in a busy environment. Must be Serve Safe certified and have been vaccinated for Covid. This candidate must also be capable of taking direction well and multi-tasking effectively. Creating weekly menus, grocery shopping and ordering ingredients. This person will also ensure cleanliness of their working area, and keep the pantry stocked with necessary cooking supplies. They may also help make decisions on menus and day to day snacks. Responsibilities include maintaining community partnerships with donors, supervising the completion of resident chores, and supporting Direct Care staff. If you have strong work ethic, experience and a passion for food prep, please submit an application to us today.
"
100,Now hiring Family-Teaching Partners (Fully-Paid Living Expenses+Relocation),N/A,Feb  7,https://capecod.craigslist.org/npo/d/hyannis-now-hiring-family-teaching/7442915797.html,"
compensation: Annual starting salary of $100,000 per couple (Dependent upon location)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


To apply, submit your application online at: jobs.boystown.org/family-teaching-couple     Interested in learning more about what it means to be a Family-Teaching Couple at Boys Town? Sign up for our digital newsletter here: https://resources.boystown.org/follow-a-family-email-series-hr/Keywords: social work, family advocacy, wrap-around services, foster care, case planning, case management, mental health, psychology, sociology, human services, CASA, social services, criminal justice, criminology, education, house parent, houseparent, at-risk youth, group home, partners, teacher, children, families, juvenile, coach, youth, foster parent, school, job, career, volunteer, volunteering, teacher, mentor, child, teenager, nonprofit, residential care, behavior, behavioral health, crisis intervention, Omaha, Nebraska, Florida, District of Columbia, Rhode Island, New England, Louisiana

"
